County,Percent Smokers,State Ab,State,CountyState
Yancey County,26.5, North Carolina, North Carolina,Yancey County  North Carolina
Adams County,22.9, North Dakota, North Dakota,Adams County  North Dakota
Barnes County,21.9, North Dakota, North Dakota,Barnes County  North Dakota
Benson County,33.8, North Dakota, North Dakota,Benson County  North Dakota
Billings County,21.9, North Dakota, North Dakota,Billings County  North Dakota
Bottineau County,22.0, North Dakota, North Dakota,Bottineau County  North Dakota
Bowman County,21.0, North Dakota, North Dakota,Bowman County  North Dakota
Burke County,24.6, North Dakota, North Dakota,Burke County  North Dakota
Burleigh County,19.1, North Dakota, North Dakota,Burleigh County  North Dakota
Cass County,19.9, North Dakota, North Dakota,Cass County  North Dakota
Cavalier County,21.7, North Dakota, North Dakota,Cavalier County  North Dakota
Dickey County,20.7, North Dakota, North Dakota,Dickey County  North Dakota
Divide County,23.4, North Dakota, North Dakota,Divide County  North Dakota
Dunn County,24.2, North Dakota, North Dakota,Dunn County  North Dakota
Eddy County,24.2, North Dakota, North Dakota,Eddy County  North Dakota
Emmons County,23.4, North Dakota, North Dakota,Emmons County  North Dakota
Foster County,22.1, North Dakota, North Dakota,Foster County  North Dakota
Golden Valley County,23.7, North Dakota, North Dakota,Golden Valley County  North Dakota
Grand Forks County,19.8, North Dakota, North Dakota,Grand Forks County  North Dakota
Grant County,22.9, North Dakota, North Dakota,Grant County  North Dakota
Griggs County,24.3, North Dakota, North Dakota,Griggs County  North Dakota
Hettinger County,23.2, North Dakota, North Dakota,Hettinger County  North Dakota
Kidder County,21.3, North Dakota, North Dakota,Kidder County  North Dakota
LaMoure County,21.3, North Dakota, North Dakota,LaMoure County  North Dakota
Logan County,23.9, North Dakota, North Dakota,Logan County  North Dakota
McHenry County,25.2, North Dakota, North Dakota,McHenry County  North Dakota
McIntosh County,22.4, North Dakota, North Dakota,McIntosh County  North Dakota
McKenzie County,25.8, North Dakota, North Dakota,McKenzie County  North Dakota
McLean County,22.9, North Dakota, North Dakota,McLean County  North Dakota
Mercer County,23.1, North Dakota, North Dakota,Mercer County  North Dakota
Morton County,21.7, North Dakota, North Dakota,Morton County  North Dakota
Mountrail County,27.0, North Dakota, North Dakota,Mountrail County  North Dakota
Nelson County,22.1, North Dakota, North Dakota,Nelson County  North Dakota
Oliver County,21.9, North Dakota, North Dakota,Oliver County  North Dakota
Pembina County,22.2, North Dakota, North Dakota,Pembina County  North Dakota
Pierce County,26.8, North Dakota, North Dakota,Pierce County  North Dakota
Ramsey County,25.8, North Dakota, North Dakota,Ramsey County  North Dakota
Ransom County,23.8, North Dakota, North Dakota,Ransom County  North Dakota
Renville County,22.9, North Dakota, North Dakota,Renville County  North Dakota
Richland County,23.2, North Dakota, North Dakota,Richland County  North Dakota
Rolette County,31.2, North Dakota, North Dakota,Rolette County  North Dakota
Sargent County,22.2, North Dakota, North Dakota,Sargent County  North Dakota
Sheridan County,22.0, North Dakota, North Dakota,Sheridan County  North Dakota
Sioux County,35.6, North Dakota, North Dakota,Sioux County  North Dakota
Slope County,21.3, North Dakota, North Dakota,Slope County  North Dakota
Stark County,22.9, North Dakota, North Dakota,Stark County  North Dakota
Steele County,22.7, North Dakota, North Dakota,Steele County  North Dakota
Stutsman County,24.4, North Dakota, North Dakota,Stutsman County  North Dakota
Towner County,21.3, North Dakota, North Dakota,Towner County  North Dakota
Traill County,19.4, North Dakota, North Dakota,Traill County  North Dakota
Walsh County,24.6, North Dakota, North Dakota,Walsh County  North Dakota
Ward County,23.2, North Dakota, North Dakota,Ward County  North Dakota
Wells County,22.0, North Dakota, North Dakota,Wells County  North Dakota
Williams County,30.1, North Dakota, North Dakota,Williams County  North Dakota
Adams County,31.0, Ohio, Ohio,Adams County  Ohio
Allen County,27.1, Ohio, Ohio,Allen County  Ohio
Ashland County,24.2, Ohio, Ohio,Ashland County  Ohio
Ashtabula County,30.2, Ohio, Ohio,Ashtabula County  Ohio
Athens County,23.1, Ohio, Ohio,Athens County  Ohio
Auglaize County,23.6, Ohio, Ohio,Auglaize County  Ohio
Belmont County,28.3, Ohio, Ohio,Belmont County  Ohio
Brown County,30.6, Ohio, Ohio,Brown County  Ohio
Butler County,24.2, Ohio, Ohio,Butler County  Ohio
Carroll County,28.0, Ohio, Ohio,Carroll County  Ohio
Champaign County,25.4, Ohio, Ohio,Champaign County  Ohio
Clark County,28.3, Ohio, Ohio,Clark County  Ohio
Clermont County,24.8, Ohio, Ohio,Clermont County  Ohio
Clinton County,28.2, Ohio, Ohio,Clinton County  Ohio
Columbiana County,28.6, Ohio, Ohio,Columbiana County  Ohio
Coshocton County,29.0, Ohio, Ohio,Coshocton County  Ohio
Crawford County,29.1, Ohio, Ohio,Crawford County  Ohio
Cuyahoga County,23.4, Ohio, Ohio,Cuyahoga County  Ohio
Darke County,25.2, Ohio, Ohio,Darke County  Ohio
Defiance County,24.5, Ohio, Ohio,Defiance County  Ohio
Delaware County,16.4, Ohio, Ohio,Delaware County  Ohio
Erie County,25.1, Ohio, Ohio,Erie County  Ohio
Fairfield County,23.0, Ohio, Ohio,Fairfield County  Ohio
Fayette County,29.2, Ohio, Ohio,Fayette County  Ohio
Franklin County,22.7, Ohio, Ohio,Franklin County  Ohio
Fulton County,24.3, Ohio, Ohio,Fulton County  Ohio
Gallia County,28.2, Ohio, Ohio,Gallia County  Ohio
Geauga County,21.2, Ohio, Ohio,Geauga County  Ohio
Greene County,20.0, Ohio, Ohio,Greene County  Ohio
Guernsey County,28.9, Ohio, Ohio,Guernsey County  Ohio
Hamilton County,23.5, Ohio, Ohio,Hamilton County  Ohio
Hancock County,23.4, Ohio, Ohio,Hancock County  Ohio
Hardin County,27.5, Ohio, Ohio,Hardin County  Ohio
Harrison County,30.6, Ohio, Ohio,Harrison County  Ohio
Henry County,25.3, Ohio, Ohio,Henry County  Ohio
Highland County,31.5, Ohio, Ohio,Highland County  Ohio
Hocking County,27.1, Ohio, Ohio,Hocking County  Ohio
Holmes County,29.5, Ohio, Ohio,Holmes County  Ohio
Huron County,26.6, Ohio, Ohio,Huron County  Ohio
Jackson County,30.7, Ohio, Ohio,Jackson County  Ohio
Jefferson County,29.0, Ohio, Ohio,Jefferson County  Ohio
Knox County,25.9, Ohio, Ohio,Knox County  Ohio
Lake County,23.5, Ohio, Ohio,Lake County  Ohio
Lawrence County,29.1, Ohio, Ohio,Lawrence County  Ohio
Licking County,24.9, Ohio, Ohio,Licking County  Ohio
Logan County,27.0, Ohio, Ohio,Logan County  Ohio
Lorain County,23.8, Ohio, Ohio,Lorain County  Ohio
Lucas County,25.2, Ohio, Ohio,Lucas County  Ohio
Madison County,27.6, Ohio, Ohio,Madison County  Ohio
Mahoning County,27.3, Ohio, Ohio,Mahoning County  Ohio
Marion County,30.8, Ohio, Ohio,Marion County  Ohio
Medina County,20.9, Ohio, Ohio,Medina County  Ohio
Meigs County,29.7, Ohio, Ohio,Meigs County  Ohio
Mercer County,22.8, Ohio, Ohio,Mercer County  Ohio
Miami County,23.3, Ohio, Ohio,Miami County  Ohio
Monroe County,25.4, Ohio, Ohio,Monroe County  Ohio
Montgomery County,25.0, Ohio, Ohio,Montgomery County  Ohio
Morgan County,28.8, Ohio, Ohio,Morgan County  Ohio
Morrow County,27.4, Ohio, Ohio,Morrow County  Ohio
Muskingum County,27.0, Ohio, Ohio,Muskingum County  Ohio
Noble County,29.7, Ohio, Ohio,Noble County  Ohio
Ottawa County,24.3, Ohio, Ohio,Ottawa County  Ohio
Paulding County,24.7, Ohio, Ohio,Paulding County  Ohio
Perry County,28.7, Ohio, Ohio,Perry County  Ohio
Pickaway County,27.0, Ohio, Ohio,Pickaway County  Ohio
Pike County,31.5, Ohio, Ohio,Pike County  Ohio
Portage County,26.8, Ohio, Ohio,Portage County  Ohio
Preble County,28.6, Ohio, Ohio,Preble County  Ohio
Putnam County,20.0, Ohio, Ohio,Putnam County  Ohio
Richland County,28.3, Ohio, Ohio,Richland County  Ohio
Ross County,29.4, Ohio, Ohio,Ross County  Ohio
Sandusky County,25.9, Ohio, Ohio,Sandusky County  Ohio
Scioto County,30.1, Ohio, Ohio,Scioto County  Ohio
Seneca County,24.6, Ohio, Ohio,Seneca County  Ohio
Shelby County,24.8, Ohio, Ohio,Shelby County  Ohio
Stark County,25.0, Ohio, Ohio,Stark County  Ohio
Summit County,23.9, Ohio, Ohio,Summit County  Ohio
Trumbull County,30.9, Ohio, Ohio,Trumbull County  Ohio
Tuscarawas County,26.7, Ohio, Ohio,Tuscarawas County  Ohio
Union County,21.6, Ohio, Ohio,Union County  Ohio
Van Wert County,24.6, Ohio, Ohio,Van Wert County  Ohio
Vinton County,30.6, Ohio, Ohio,Vinton County  Ohio
Warren County,19.6, Ohio, Ohio,Warren County  Ohio
Washington County,26.3, Ohio, Ohio,Washington County  Ohio
Wayne County,23.8, Ohio, Ohio,Wayne County  Ohio
Williams County,27.0, Ohio, Ohio,Williams County  Ohio
Wood County,19.6, Ohio, Ohio,Wood County  Ohio
Wyandot County,26.2, Ohio, Ohio,Wyandot County  Ohio
Adair County,33.0, Oklahoma, Oklahoma,Adair County  Oklahoma
Alfalfa County,24.8, Oklahoma, Oklahoma,Alfalfa County  Oklahoma
Atoka County,28.0, Oklahoma, Oklahoma,Atoka County  Oklahoma
Beaver County,21.9, Oklahoma, Oklahoma,Beaver County  Oklahoma
Beckham County,28.5, Oklahoma, Oklahoma,Beckham County  Oklahoma
Blaine County,26.6, Oklahoma, Oklahoma,Blaine County  Oklahoma
Bryan County,26.9, Oklahoma, Oklahoma,Bryan County  Oklahoma
Caddo County,31.6, Oklahoma, Oklahoma,Caddo County  Oklahoma
Canadian County,24.0, Oklahoma, Oklahoma,Canadian County  Oklahoma
Carter County,29.5, Oklahoma, Oklahoma,Carter County  Oklahoma
Cherokee County,28.0, Oklahoma, Oklahoma,Cherokee County  Oklahoma
Choctaw County,30.5, Oklahoma, Oklahoma,Choctaw County  Oklahoma
Cimarron County,22.4, Oklahoma, Oklahoma,Cimarron County  Oklahoma
Cleveland County,23.1, Oklahoma, Oklahoma,Cleveland County  Oklahoma
Coal County,29.5, Oklahoma, Oklahoma,Coal County  Oklahoma
Comanche County,28.5, Oklahoma, Oklahoma,Comanche County  Oklahoma
Cotton County,28.6, Oklahoma, Oklahoma,Cotton County  Oklahoma
Craig County,29.2, Oklahoma, Oklahoma,Craig County  Oklahoma
Creek County,30.7, Oklahoma, Oklahoma,Creek County  Oklahoma
Custer County,23.7, Oklahoma, Oklahoma,Custer County  Oklahoma
Delaware County,30.1, Oklahoma, Oklahoma,Delaware County  Oklahoma
Dewey County,23.8, Oklahoma, Oklahoma,Dewey County  Oklahoma
Ellis County,21.1, Oklahoma, Oklahoma,Ellis County  Oklahoma
Garfield County,25.1, Oklahoma, Oklahoma,Garfield County  Oklahoma
Garvin County,27.7, Oklahoma, Oklahoma,Garvin County  Oklahoma
Grady County,28.6, Oklahoma, Oklahoma,Grady County  Oklahoma
Grant County,23.6, Oklahoma, Oklahoma,Grant County  Oklahoma
Greer County,28.3, Oklahoma, Oklahoma,Greer County  Oklahoma
Harmon County,24.4, Oklahoma, Oklahoma,Harmon County  Oklahoma
Harper County,23.0, Oklahoma, Oklahoma,Harper County  Oklahoma
Haskell County,30.6, Oklahoma, Oklahoma,Haskell County  Oklahoma
Hughes County,31.7, Oklahoma, Oklahoma,Hughes County  Oklahoma
Jackson County,24.5, Oklahoma, Oklahoma,Jackson County  Oklahoma
Jefferson County,28.8, Oklahoma, Oklahoma,Jefferson County  Oklahoma
Johnston County,28.4, Oklahoma, Oklahoma,Johnston County  Oklahoma
Kay County,28.5, Oklahoma, Oklahoma,Kay County  Oklahoma
Kingfisher County,23.6, Oklahoma, Oklahoma,Kingfisher County  Oklahoma
Kiowa County,28.3, Oklahoma, Oklahoma,Kiowa County  Oklahoma
Latimer County,29.3, Oklahoma, Oklahoma,Latimer County  Oklahoma
Le Flore County,30.7, Oklahoma, Oklahoma,Le Flore County  Oklahoma
Lincoln County,30.3, Oklahoma, Oklahoma,Lincoln County  Oklahoma
Logan County,25.5, Oklahoma, Oklahoma,Logan County  Oklahoma
Love County,25.6, Oklahoma, Oklahoma,Love County  Oklahoma
Major County,23.6, Oklahoma, Oklahoma,Major County  Oklahoma
Marshall County,27.4, Oklahoma, Oklahoma,Marshall County  Oklahoma
Mayes County,30.6, Oklahoma, Oklahoma,Mayes County  Oklahoma
McClain County,24.4, Oklahoma, Oklahoma,McClain County  Oklahoma
McCurtain County,29.0, Oklahoma, Oklahoma,McCurtain County  Oklahoma
McIntosh County,29.8, Oklahoma, Oklahoma,McIntosh County  Oklahoma
Murray County,29.7, Oklahoma, Oklahoma,Murray County  Oklahoma
Muskogee County,31.0, Oklahoma, Oklahoma,Muskogee County  Oklahoma
Noble County,27.1, Oklahoma, Oklahoma,Noble County  Oklahoma
Nowata County,30.6, Oklahoma, Oklahoma,Nowata County  Oklahoma
Okfuskee County,32.6, Oklahoma, Oklahoma,Okfuskee County  Oklahoma
Oklahoma County,25.5, Oklahoma, Oklahoma,Oklahoma County  Oklahoma
Okmulgee County,30.2, Oklahoma, Oklahoma,Okmulgee County  Oklahoma
Osage County,30.1, Oklahoma, Oklahoma,Osage County  Oklahoma
Ottawa County,31.4, Oklahoma, Oklahoma,Ottawa County  Oklahoma
Pawnee County,30.5, Oklahoma, Oklahoma,Pawnee County  Oklahoma
Payne County,22.8, Oklahoma, Oklahoma,Payne County  Oklahoma
Pittsburg County,29.7, Oklahoma, Oklahoma,Pittsburg County  Oklahoma
Pontotoc County,24.7, Oklahoma, Oklahoma,Pontotoc County  Oklahoma
Pottawatomie County,30.8, Oklahoma, Oklahoma,Pottawatomie County  Oklahoma
Pushmataha County,30.9, Oklahoma, Oklahoma,Pushmataha County  Oklahoma
Roger Mills County,23.8, Oklahoma, Oklahoma,Roger Mills County  Oklahoma
Rogers County,24.2, Oklahoma, Oklahoma,Rogers County  Oklahoma
Seminole County,31.4, Oklahoma, Oklahoma,Seminole County  Oklahoma
Sequoyah County,32.0, Oklahoma, Oklahoma,Sequoyah County  Oklahoma
Stephens County,28.6, Oklahoma, Oklahoma,Stephens County  Oklahoma
Texas County,20.5, Oklahoma, Oklahoma,Texas County  Oklahoma
Tillman County,27.4, Oklahoma, Oklahoma,Tillman County  Oklahoma
Tulsa County,26.2, Oklahoma, Oklahoma,Tulsa County  Oklahoma
Wagoner County,27.0, Oklahoma, Oklahoma,Wagoner County  Oklahoma
Washington County,27.1, Oklahoma, Oklahoma,Washington County  Oklahoma
Washita County,26.0, Oklahoma, Oklahoma,Washita County  Oklahoma
Woods County,22.8, Oklahoma, Oklahoma,Woods County  Oklahoma
Woodward County,26.6, Oklahoma, Oklahoma,Woodward County  Oklahoma
Baker County,25.7, Oregon, Oregon,Baker County  Oregon
Benton County,14.6, Oregon, Oregon,Benton County  Oregon
Clackamas County,17.7, Oregon, Oregon,Clackamas County  Oregon
Clatsop County,24.6, Oregon, Oregon,Clatsop County  Oregon
Columbia County,25.6, Oregon, Oregon,Columbia County  Oregon
Coos County,30.0, Oregon, Oregon,Coos County  Oregon
Crook County,24.6, Oregon, Oregon,Crook County  Oregon
Curry County,27.6, Oregon, Oregon,Curry County  Oregon
Deschutes County,18.2, Oregon, Oregon,Deschutes County  Oregon
Douglas County,28.0, Oregon, Oregon,Douglas County  Oregon
Gilliam County,23.5, Oregon, Oregon,Gilliam County  Oregon
Grant County,23.4, Oregon, Oregon,Grant County  Oregon
Harney County,25.3, Oregon, Oregon,Harney County  Oregon
Hood River County,18.7, Oregon, Oregon,Hood River County  Oregon
Jackson County,22.3, Oregon, Oregon,Jackson County  Oregon
